Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.TP,QUERY.FP,QUERY.UNK,FP.gt,FP.al,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.TP.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP.het_hom_ratio,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,*,*,ALL,*,QUAL,*,0.942393,0.9369879999999999,0.307107,0.469841,16734,15770,964,24301,15777,1061,7463,31,546,,3.5709150000000003,,7.017391,,3.4577379999999995,,2.42517,,,3.7708459999999997,3.4508410000000005,,5.038397
INDEL,*,*,ALL,het,QUAL,*,0.9375190000000001,0.944392,0.320076,0.470472,12916,12109,807,18858,12109,713,6036,14,369,,,,,,,,,,,,,,
INDEL,*,*,ALL,hetalt,QUAL,*,0.791045,0.746479,0.5181,0.384058,201,159,42,442,159,54,229,0,22,,,,,,,,,,,,,,
INDEL,*,*,ALL,homalt,QUAL,*,0.9682059999999999,0.922693,0.239552,0.472451,3617,3502,115,5001,3509,294,1198,17,155,,,,,,,,,,,,,,
INDEL,*,*,PASS,*,QUAL,*,0.942393,0.9370430000000001,0.306206,0.469855,16734,15770,964,24268,15777,1060,7431,31,546,,3.5709150000000003,,7.017391,,3.4577379999999995,,2.421769,,,3.7652,3.4508410000000005,,5.016708
INDEL,*,*,PASS,het,QUAL,*,0.9375190000000001,0.944466,0.318974,0.47048999999999996,12916,12109,807,18826,12109,712,6005,14,369,,,,,,,,,,,,,,
INDEL,*,*,PASS,hetalt,QUAL,*,0.791045,0.746479,0.5181,0.384058,201,159,42,442,159,54,229,0,22,,,,,,,,,,,,,,
INDEL,*,*,PASS,homalt,QUAL,*,0.9682059999999999,0.922693,0.2394,0.472451,3617,3502,115,5000,3509,294,1197,17,155,,,,,,,,,,,,,,
INDEL,*,exons,ALL,*,QUAL,*,0.96729,0.962791,0.12601600000000002,0.48251700000000003,214,207,7,246,207,8,31,0,5,,3.5106379999999997,,5.0,,3.4782610000000003,,0.75,,,3.172414,3.4782610000000003,,2.625
INDEL,*,exons,ALL,het,QUAL,*,0.9696969999999999,0.9815950000000001,0.11413,0.48780500000000004,165,160,5,184,160,3,21,0,1,,,,,,,,,,,,,,
INDEL,*,exons,ALL,hetalt,QUAL,*,0.5,0.5,0.5,0.25,2,1,1,4,1,1,2,0,1,,,,,,,,,,,,,,
INDEL,*,exons,ALL,homalt,QUAL,*,0.978723,0.92,0.137931,0.47422700000000007,47,46,1,58,46,4,8,0,3,,,,,,,,,,,,,,
INDEL,*,exons,PASS,*,QUAL,*,0.96729,0.962791,0.12601600000000002,0.48251700000000003,214,207,7,246,207,8,31,0,5,,3.5106379999999997,,5.0,,3.4782610000000003,,0.75,,,3.172414,3.4782610000000003,,2.625
INDEL,*,exons,PASS,het,QUAL,*,0.9696969999999999,0.9815950000000001,0.11413,0.48780500000000004,165,160,5,184,160,3,21,0,1,,,,,,,,,,,,,,
INDEL,*,exons,PASS,hetalt,QUAL,*,0.5,0.5,0.5,0.25,2,1,1,4,1,1,2,0,1,,,,,,,,,,,,,,
INDEL,*,exons,PASS,homalt,QUAL,*,0.978723,0.92,0.137931,0.47422700000000007,47,46,1,58,46,4,8,0,3,,,,,,,,,,,,,,
INDEL,C16_PLUS,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,*,ALL,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,*,ALL,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,*,ALL,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,*,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,*,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,*,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,exons,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,exons,ALL,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,exons,ALL,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,exons,ALL,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,exons,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,exons,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,exons,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,exons,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,*,ALL,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,*,ALL,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,*,ALL,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,*,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,*,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,*,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,exons,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,exons,ALL,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,exons,ALL,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,exons,ALL,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,exons,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,exons,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,exons,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C1_5,exons,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,*,ALL,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,*,ALL,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,*,ALL,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,*,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,*,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,*,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,exons,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,exons,ALL,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,exons,ALL,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,exons,ALL,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,exons,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,exons,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,exons,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C6_15,exons,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,*,ALL,*,QUAL,*,0.9047620000000001,0.616883,0.609137,0.366795,105,95,10,394,95,59,240,1,39,,1.970588,,9.0,,1.7575759999999998,,4.8,,,2.754902,1.7575759999999998,,2.9661020000000002
INDEL,D16_PLUS,*,ALL,het,QUAL,*,0.8656719999999999,0.5471699999999999,0.622776,0.33526,67,58,9,281,58,48,175,1,30,,,,,,,,,,,,,,
INDEL,D16_PLUS,*,ALL,hetalt,QUAL,*,1.0,0.8,0.545455,0.44444399999999995,4,4,0,11,4,1,6,0,1,,,,,,,,,,,,,,
INDEL,D16_PLUS,*,ALL,homalt,QUAL,*,0.9705879999999999,0.767442,0.578431,0.428571,34,33,1,102,33,10,59,0,8,,,,,,,,,,,,,,
INDEL,D16_PLUS,*,PASS,*,QUAL,*,0.9047620000000001,0.616883,0.609137,0.366795,105,95,10,394,95,59,240,1,39,,1.970588,,9.0,,1.7575759999999998,,4.8,,,2.754902,1.7575759999999998,,2.9661020000000002
