Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,D1_5,TS_contained,PASS,*,QUAL,*,0.877149,0.942825,0.0,0.908802,155,0,32971317.000000,32971317.000000,0.000000,3956,.,.,2223.000000,1547.000000,,1.43697478992,3470,.,.,1930.000000,1466.000000,,1.31650750341,486,.,.,293.000000,81.000000,,3.61728395062,3533,.,.,1890.000000,1499.000000,,1.26084056037,3331,.,.,1838.000000,1401.000000,,1.3119200571,202,.,.,52.000000,98.000000,,0.530612244898,0,.,.,0.000000,0.000000,,
INDEL,D6_15,*,ALL,*,QUAL,*,0.55157,0.704142,0.393178,0.618587,86,0,41689983,32971317.000000,0.000000,446,.,.,271.000000,104.000000,,2.60576923077,246,.,.,169.000000,70.000000,,2.41428571429,200,.,.,102.000000,34.000000,,3.0,557,.,.,264.000000,225.000000,,1.17333333333,238,.,.,163.000000,66.000000,,2.4696969697,100,.,.,26.000000,54.000000,,0.481481481481,219,.,.,75.000000,105.000000,,0.714285714286
INDEL,D6_15,*,PASS,*,QUAL,*,0.55157,0.704142,0.393178,0.618587,86,0,41689983,32971317.000000,0.000000,446,.,.,271.000000,104.000000,,2.60576923077,246,.,.,169.000000,70.000000,,2.41428571429,200,.,.,102.000000,34.000000,,3.0,557,.,.,264.000000,225.000000,,1.17333333333,238,.,.,163.000000,66.000000,,2.4696969697,100,.,.,26.000000,54.000000,,0.481481481481,219,.,.,75.000000,105.000000,,0.714285714286
INDEL,D6_15,TS_boundary,ALL,*,QUAL,*,0.333333,0.0,0.666667,0.0,1,0,41689983.000000,32971317.000000,0.000000,3,.,.,2.000000,1.000000,,2.0,1,.,.,1.000000,0.000000,,,2,.,.,1.000000,1.000000,,1.0,3,.,.,0.000000,2.000000,,0.0,0,.,.,0.000000,0.000000,,,1,.,.,0.000000,0.000000,,,2,.,.,0.000000,2.000000,,0.0
INDEL,D6_15,TS_boundary,PASS,*,QUAL,*,0.333333,0.0,0.666667,0.0,1,0,41689983.000000,32971317.000000,0.000000,3,.,.,2.000000,1.000000,,2.0,1,.,.,1.000000,0.000000,,,2,.,.,1.000000,1.000000,,1.0,3,.,.,0.000000,2.000000,,0.0,0,.,.,0.000000,0.000000,,,1,.,.,0.000000,0.000000,,,2,.,.,0.000000,2.000000,,0.0
INDEL,D6_15,TS_contained,ALL,*,QUAL,*,0.553047,0.706231,0.0,0.620322,85,0,32971317.000000,32971317.000000,0.000000,443,.,.,269.000000,103.000000,,2.61165048544,245,.,.,168.000000,70.000000,,2.4,198,.,.,101.000000,33.000000,,3.06060606061,337,.,.,189.000000,120.000000,,1.575,238,.,.,163.000000,66.000000,,2.4696969697,99,.,.,26.000000,54.000000,,0.481481481481,0,.,.,0.000000,0.000000,,
INDEL,D6_15,TS_contained,PASS,*,QUAL,*,0.553047,0.706231,0.0,0.620322,85,0,32971317.000000,32971317.000000,0.000000,443,.,.,269.000000,103.000000,,2.61165048544,245,.,.,168.000000,70.000000,,2.4,198,.,.,101.000000,33.000000,,3.06060606061,337,.,.,189.000000,120.000000,,1.575,238,.,.,163.000000,66.000000,,2.4696969697,99,.,.,26.000000,54.000000,,0.481481481481,0,.,.,0.000000,0.000000,,
INDEL,I16_PLUS,*,ALL,*,QUAL,*,0.186813,0.653846,0.212121,0.290598,9,0,41689983,32971317.000000,0.000000,91,.,.,57.000000,18.000000,,3.16666666667,17,.,.,11.000000,6.000000,,1.83333333333,74,.,.,46.000000,12.000000,,3.83333333333,33,.,.,20.000000,11.000000,,1.81818181818,17,.,.,11.000000,6.000000,,1.83333333333,9,.,.,5.000000,3.000000,,1.66666666667,7,.,.,4.000000,2.000000,,2.0
INDEL,I16_PLUS,*,PASS,*,QUAL,*,0.186813,0.653846,0.212121,0.290598,9,0,41689983,32971317.000000,0.000000,91,.,.,57.000000,18.000000,,3.16666666667,17,.,.,11.000000,6.000000,,1.83333333333,74,.,.,46.000000,12.000000,,3.83333333333,33,.,.,20.000000,11.000000,,1.81818181818,17,.,.,11.000000,6.000000,,1.83333333333,9,.,.,5.000000,3.000000,,1.66666666667,7,.,.,4.000000,2.000000,,2.0
INDEL,I16_PLUS,TS_boundary,ALL,*,QUAL,*,0.0,,1.0,,0,0,41689983.000000,32971317.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,1,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,1,.,.,0.000000,0.000000,,
INDEL,I16_PLUS,TS_boundary,PASS,*,QUAL,*,0.0,,1.0,,0,0,41689983.000000,32971317.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,1,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,1,.,.,0.000000,0.000000,,
INDEL,I16_PLUS,TS_contained,ALL,*,QUAL,*,0.186813,0.653846,0.0,0.290598,9,0,32971317.000000,32971317.000000,0.000000,91,.,.,57.000000,18.000000,,3.16666666667,17,.,.,11.000000,6.000000,,1.83333333333,74,.,.,46.000000,12.000000,,3.83333333333,26,.,.,16.000000,9.000000,,1.77777777778,17,.,.,11.000000,6.000000,,1.83333333333,9,.,.,5.000000,3.000000,,1.66666666667,0,.,.,0.000000,0.000000,,
INDEL,I16_PLUS,TS_contained,PASS,*,QUAL,*,0.186813,0.653846,0.0,0.290598,9,0,32971317.000000,32971317.000000,0.000000,91,.,.,57.000000,18.000000,,3.16666666667,17,.,.,11.000000,6.000000,,1.83333333333,74,.,.,46.000000,12.000000,,3.83333333333,26,.,.,16.000000,9.000000,,1.77777777778,17,.,.,11.000000,6.000000,,1.83333333333,9,.,.,5.000000,3.000000,,1.66666666667,0,.,.,0.000000,0.000000,,
INDEL,I1_5,*,ALL,*,QUAL,*,0.828217,0.940722,0.194716,0.880892,181,0,41689983,32971317.000000,0.000000,4267,.,.,2262.000000,1777.000000,,1.27293190771,3534,.,.,1792.000000,1652.000000,,1.08474576271,733,.,.,470.000000,125.000000,,3.76,4504,.,.,2259.000000,2022.000000,,1.11721068249,3412,.,.,1695.000000,1605.000000,,1.05607476636,215,.,.,93.000000,68.000000,,1.36764705882,877,.,.,471.000000,349.000000,,1.34957020057
